anio_acci,nro_acci,fecha,desc_dia,fecha_aprox,hora_aprox,desc_ruta,km,cant_participantes,desc_participante,calle_avenida_km,total,heridos_leves,heridos_graves,heridos_gravisimos,ilesos,fallecidos,sin_datos,posicion_XY,desc_tipo_via,desc_ruta_ori,desc_loc,desc_dpto,desc_tipo_calzada,desc_tipo_banquina,desc_unidad_regional,desc_lugar_calzada,desc_zona,desc_prioridad,desc_estado_semaforo,desc_lugar_via,desc_estado_via,desc_estado_visibilidad,desc_luminosidad,desc_estado_clima,desc_tipo_colision,desc_tipo_atropello,desc_tipo_hecho,desc_pres_calzada,desc_senializacion,desc_separacion_via,desc_restriccion,forma_geocod,calle_lista,numero_calles,calles_osm,lat,lon,index_right,gid,fna,gna,nam,in1,fdc,sag
2012,85,2012-01-17,Martes,0.0,15:00:00,,0.0,1,Moto/Ciclomotor,MENDOZA Y FURLONG,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción,POINT (-60.735218950000004 -32.940202049999996),"['Mendoza', 'Furlong']",2,Mendoza; Furlong,-32.94020205,-60.73521895,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,87,2012-01-06,Viernes,0.0,12:20:00,,0.0,1,Automóvil,NICARAGUA Y URQUIZA AL 7400,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Recta,Bueno,S/D,S/D,Buen Tiempo,De alcance,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción,POINT (-60.7210362 -32.933655),"['Nicaragua', 'Urquiza']",2,Nicaragua; Justo José de Urquiza,-32.933655,-60.7210362,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,88,2012-01-11,Miercoles,0.0,21:30:00,,0.0,1,Moto/Ciclomotor,tarragona y schwesttror,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,POINT (-60.735244300000005 -32.9137951),"['Tarragona', 'Albert Schweitzer']",2,Tarragona; Albert Schweitzer,-32.9137951,-60.735244300000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,89,2012-01-13,Viernes,0.0,10:20:00,,0.0,2,"Camión,Moto/Ciclomotor",MENDOZA 3900,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción,"-32.9446635, -60.6775413",['Mendoza 3900'],1,Mendoza 3900,-32.9446635,-60.6775413,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,91,2012-01-05,Jueves,0.0,17:00:00,,0.0,1,Moto/Ciclomotor,BRASIL Y SANTA FE,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Deteriorada,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,S/D,Sin restricción,POINT (-60.7197991 -32.9359046),"['Brasil', 'Santa Fe']",2,Brasil; Santa Fe,-32.9359046,-60.7197991,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,93,2012-01-05,Jueves,0.0,10:00:00,,0.0,2,"Automóvil,Moto/Ciclomotor",27 DE FEBRERO Y CULLEN,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,S/D,Recta,Deteriorada,Buena,Diurna,Lluvia,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.7083417 -32.95927025),"['27 de Febrero', 'Cullen']",2,Bulevar 27 de Febrero; Cullen,-32.95927025,-60.7083417,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,94,2012-01-07,Sabado,0.0,17:00:00,,0.0,2,"Peatón,Automóvil",BV. SEGUI Y AV. GODOY,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Recta,Deteriorada,S/D,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.7187126 -32.97153005),"['Bulevar Juan Francisco Seguí', 'Avenida Presidente Perón']",2,Bulevar Juan Francisco Seguí; Avenida Presidente Perón,-32.97153005,-60.7187126,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,97,2012-01-09,Lunes,0.0,22:00:00,,0.0,1,Automóvil,PCIAS. UNIDAS Y GODOY,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,Dentro,Urbana,S/D,S/D,Recta,Deteriorada,S/D,S/D,Buen Tiempo,Frontal,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.711466349999995 -32.9679676),"['Avenida Provincias Unidas', 'Avenida Presidente Perón']",2,Avenida Provincias Unidas; Avenida Presidente Perón,-32.9679676,-60.71146635,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,100,2012-01-20,Viernes,0.0,00:00:00,,0.0,2,"Peatón,Moto/Ciclomotor",BIEDMA Y CASTELLANOS,2,0,0,0,1,0,1,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Intersección,S/D,Buena,Nocturna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.6838704 -32.974782499999996),"['Coronel Biedma', 'Aaron Castellanos']",2,Coronel Biedma; Aaron Castellanos,-32.9747825,-60.6838704,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,101,2012-01-20,Viernes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,FRANCIA 4600,1,0,0,0,0,1,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Otro,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,"-32.9349356, -60.6639852",['Francia 4600'],1,Francia 4600,-32.9349356,-60.6639852,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,104,2012-01-14,Sabado,0.0,23:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",LAMADRID 3225,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Recta,Bueno,Buena,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,S/D,S/D,S/D,S/D,"-32.9964408, -60.6268465",['Lamadrid 3225'],1,Lamadrid 3225,-32.9964408,-60.6268465,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,105,2012-01-12,Jueves,0.0,15:45:00,,0.0,2,"Moto/Ciclomotor,Automóvil",BV. SEGUI Y AV. AVELLANEDA,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,"Horizontal,Vertical",S/D,S/D,POINT (-60.68735266249999 -32.9717476875),"['Bulevar Juan Francisco Seguí', 'Avellaneda']",2,Bulevar Juan Francisco Seguí; Bulevar Nicolás Avellaneda,-32.9717476875,-60.68735266249999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,108,2012-01-12,Jueves,0.0,09:00:00,,0.0,1,Otros,AV. FRANCIA Y C. RIVADAVIA,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,S/D,Intersección,Bueno,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,POINT (-60.677515549999995 -32.9890838),"['Avenida Francia', 'Rivadavia']",2,Avenida Francia; Avenida Bernardino Rivadavia,-32.9890838,-60.67751555,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,109,2012-01-12,Jueves,0.0,13:40:00,,0.0,1,Moto/Ciclomotor,BV. SEGUI Y CASTELLANOS,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,Urbana,S/D,S/D,Intersección,Bueno,Buena,Diurna,S/D,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.6832904 -32.972482649999996),"['Bulevar Juan Francisco Seguí', 'Aaron Castellanos']",2,Bulevar Juan Francisco Seguí; Aaron Castellanos,-32.97248265,-60.6832904,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,110,2012-01-11,Miercoles,0.0,21:00:00,,0.0,2,"Peatón,Automóvil",BV. SEGUI Y AV. AVELLANEDA,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.68735266249999 -32.9717476875),"['Bulevar Juan Francisco Seguí', 'Avellaneda']",2,Bulevar Juan Francisco Seguí; Bulevar Nicolás Avellaneda,-32.9717476875,-60.68735266249999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,111,2012-01-11,Miercoles,0.0,15:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",SAN NICOLAS Y PTE. QUINTANA,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,S/D,Intersección,Bueno,Buena,Diurna,S/D,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.6814366 -32.97641599999999),"['San Nicolás', 'Quintana']",2,"('San Nicolás', 'Presidente Quintana')",-32.97641599999999,-60.6814366,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,112,2012-01-08,Domingo,0.0,18:00:00,,0.0,2,"Automóvil,Automóvil",AV. FRANCIA Y URIBURU,3,3,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Atardecer,Buen Tiempo,"Contra objeto fijo,De alcance",S/D,Colisión,S/D,Vertical,Cordón divisorio,S/D,POINT (-60.678139125 -32.991649800000005),"['Avenida Francia', 'Uriburu']",2,Avenida Francia; Avenida José Uriburu,-32.991649800000005,-60.678139125,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,113,2012-01-07,Sabado,0.0,13:35:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",AV. FRANCIA Y COMODORO RIVADAVIA,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Cordón divisorio,S/D,POINT (-60.677515549999995 -32.9890838),"['Avenida Francia', 'Comodoro Rivadavia']",2,Avenida Francia; Comodoro Rivadavia,-32.9890838,-60.67751555,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,114,2012-01-07,Sabado,0.0,20:10:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",AV. AVELLANEDA 4900,3,3,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Atardecer,Buen Tiempo,De alcance,S/D,Colisión,S/D,Faltante,Cordón divisorio,S/D,"-32.9533844, -60.6827991",['Avellaneda 4900'],1,Avellaneda 4900,-32.9533844,-60.6827991,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,115,2012-01-06,Viernes,0.0,00:00:00,,0.0,2,"Tracción animal / Carro,Transporte de Pasajeros Urbano (> 8 asientos)",SAN NICOLAS Y GARIBALDI,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,S/D,S/D,POINT (-60.682292800000006 -32.979854),"['San Nicolás', 'José Garibaldi']",2,San Nicolás; José Garibaldi,-32.979854,-60.682292800000006,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,117,2012-01-05,Jueves,0.0,21:05:00,,0.0,2,"Bicicleta,Moto/Ciclomotor",BIEDMA 3800,3,3,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Atardecer,Buen Tiempo,S/D,S/D,Atropello,S/D,Faltante,Ninguna,S/D,"-32.9738215, -60.6892099",['Biedma 3800'],1,Biedma 3800,-32.9738215,-60.6892099,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,118,2012-01-04,Miercoles,0.0,11:45:00,,0.0,2,"Automóvil,Moto/Ciclomotor",OV. LAGOS Y LAMADRID,3,2,0,0,0,0,1,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Cordón divisorio,S/D,POINT (-60.67487495 -32.997913600000004),"['Avenida Ovidio Lagos', 'Lamadrid']",2,Avenida Ovidio Lagos; Gregorio Aráoz de Lamadrid,-32.997913600000004,-60.67487495,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,119,2012-01-04,Miercoles,0.0,14:45:00,,0.0,2,"Moto/Ciclomotor,Automóvil",OV. LAGOS Y BV. SEGUI,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,S/D,Vertical,Cordón divisorio,S/D,POINT (-60.66940506666666 -32.974966166666654),"['Avenida Ovidio Lagos', 'Bulevar Juan Francisco Seguí']",2,Avenida Ovidio Lagos; Bulevar Juan Francisco Seguí,-32.974966166666654,-60.66940506666666,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,121,2012-01-02,Lunes,0.0,10:45:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",AV. AVELLANEDA Y AMENABAR,2,1,0,0,0,0,1,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Cordón divisorio,S/D,POINT (-60.68563305 -32.964875599999985),"['Avellaneda', 'Amenabar']",2,Bulevar Nicolás Avellaneda; José de Amenábar,-32.964875599999985,-60.68563305,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,122,2012-01-10,Martes,0.0,09:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",25 DE MAYO Y AV. CIRCUNVALACION,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Recta,S/D,S/D,S/D,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.68232633784333 -32.92244612005323),"['25 de Mayo', 'Circunvalacion']",2,"('Avenida de Circunvalación 25 de Mayo', 'Colectora de Circunvalación')",-32.92244612005323,-60.68232633784333,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,123,2012-01-13,Viernes,0.0,20:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",LAS PALMERAS E IRURTIA,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Curva,Deteriorada,S/D,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.733224 -32.9673257),"['Las Palmeras', 'Irurtia']",2,Avenida Las Palmeras; Irurtia,-32.9673257,-60.733224,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,124,2012-01-12,Jueves,0.0,09:30:00,,0.0,1,Moto/Ciclomotor,sanchez de coria 1300 bis,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,"-32.9266476, -60.7322378",['Sanchez De Loria 1300 Bis'],1,Sanchez De Loria 1300 Bis,-32.9266476,-60.7322378,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,125,2012-01-09,Lunes,0.0,21:20:00,,0.0,1,Moto/Ciclomotor,j. j. paso y olavarria,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.7043792 -32.9199808),"['Paso', 'Olavarría']",2,Avenida Juan José Paso; Olavarría,-32.9199808,-60.7043792,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,126,2012-01-15,Domingo,0.0,16:00:00,,0.0,2,"Bicicleta,Automóvil",DEAN FUNES Y PJE. 1724,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Recta,Deteriorada,Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.7296301 -32.9680125),"['Deán Gregorio Funes', 'Hermana Paula Márquez']",2,Deán Gregorio Funes; Hermana Paula Márquez,-32.9680125,-60.7296301,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,127,2012-01-28,Sabado,0.0,19:35:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",newbery y dovado,4,4,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,POINT (-60.728404966666666 -32.908371466666665),"['Newbery', 'José Agustín Donado']",2,Pasaje Newbery; José Agustín Donado,-32.908371466666665,-60.728404966666666,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,129,2012-01-22,Domingo,0.0,10:00:00,,0.0,2,"Peatón,Automóvil",PCIAS. UNIDAS Y VIAMONTE,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,III,Dentro,Urbana,S/D,S/D,Recta,"Con baches,Deteriorada",Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.71191390000001 -32.95690404999999),"['Avenida Provincias Unidas', 'Viamonte']",2,Avenida Provincias Unidas; Viamonte,-32.95690404999999,-60.71191390000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,131,2012-01-06,Viernes,0.0,23:25:00,,0.0,1,Moto/Ciclomotor,lagos y circunvalacion,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Semáforo,S/D,Curva,Bueno,S/D,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Horizontal,"Guardarrail,Vegetación",Sin restricción,POINT (-60.67699098957188 -33.00797177001669),"['Ovidio Lagos', 'Circunvalacion']",2,Avenida Ovidio Lagos; Avenida de Circunvalación 25 de Mayo,-33.00797177001669,-60.67699098957188,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,132,2012-01-25,Miercoles,0.0,21:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",PCIAS. UNIDAS Y AMENABAR,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Curva,"Con baches,Deteriorada",Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.71163094999999 -32.96397379999999),"['Avenida Provincias Unidas', 'Amenabar']",2,Avenida Provincias Unidas; José de Amenábar,-32.96397379999999,-60.71163094999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,134,2012-01-10,Martes,0.0,17:30:00,,0.0,1,Automóvil,ov. lagos 7000,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,S/D,Marca Vial,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,S/D,Horizontal,Línea divisoria pintada,Sin restricción,"-33.0259193, -60.6809495",['Ovidio Lagos 7000'],1,Ovidio Lagos 7000,-33.0259193,-60.6809495,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,135,2012-01-29,Domingo,0.0,13:00:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",27 DE FEBRERO Y BRASIL,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Recta,Con baches,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.7187915 -32.95954040000001),"['27 de Febrero', 'Brasil']",2,Bulevar 27 de Febrero; Brasil,-32.95954040000001,-60.7187915,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,139,2012-01-15,Domingo,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,MARADONA Y ROUILLON,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Atardecer,S/D,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.700734100000005 -32.9796357),"['Maradona', 'Alfredo Rouillón']",2,Doctor Maradona; Alfredo Rouillón,-32.9796357,-60.700734100000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,142,2012-01-12,Jueves,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,ROUILLON Y GALVEZ,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Amanecer,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.70145345 -32.96021354999999),"['Alfredo Rouillón', 'Galvez']",2,Alfredo Rouillón; José Gálvez,-32.96021354999999,-60.70145345,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,143,2012-01-12,Jueves,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,CAMPELL Y PJE 1825,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Atardecer,Otro,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.70679710000001 -32.96948089999999),"['Campbell', 'Calle 1825']",2,Campbell; Calle 1825,-32.96948089999999,-60.70679710000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,144,2012-01-12,Jueves,0.0,18:40:00,,0.0,1,Moto/Ciclomotor,ov. lagos 7700,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Marca Vial,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Ninguna,Sin restricción,"-33.0259193, -60.6809495",['Ovidio Lagos 7700'],1,Ovidio Lagos 7700,-33.0259193,-60.6809495,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,145,2012-01-12,Jueves,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,CAMPELL Y GABOTO,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,Intermitente,Intersección,Deteriorada,Buena,Diurna,Otro,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.7069578 -32.96501529999999),"['Campbell', 'Gaboto']",2,Campbell; Gaboto,-32.96501529999999,-60.7069578,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,147,2012-01-12,Jueves,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,GARZON Y LESGANJE,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Amanecer,Otro,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.7046237 -32.96671049999999),"['Garzón', 'Joaquín Lejarza']",2,Garzón; Joaquín Lejarza,-32.96671049999999,-60.7046237,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,148,2012-01-11,Miercoles,0.0,00:00:00,,0.0,1,Peatón,PJE. 1828 Y 1829,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,Natural,II,Dentro,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Con luz artificial,Otro,S/D,S/D,Atropello,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.701948900000005 -32.9737194),"['Pasaje 1828', 'Pierina Pasotti']",2,Pasaje 1828; Pierina Pasotti,-32.9737194,-60.701948900000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,150,2012-01-09,Lunes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,ROUILLON Y SEGUI,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Atardecer,S/D,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.701049250000004 -32.97076125),"['Alfredo Rouillón', 'Bulevar Juan Francisco Seguí']",2,Alfredo Rouillón; Bulevar Juan Francisco Seguí,-32.97076125,-60.70104925,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
