anio_acci,nro_acci,fecha,desc_dia,fecha_aprox,hora_aprox,desc_ruta,km,cant_participantes,desc_participante,calle_avenida_km,total,heridos_leves,heridos_graves,heridos_gravisimos,ilesos,fallecidos,sin_datos,posicion_XY,desc_tipo_via,desc_ruta_ori,desc_loc,desc_dpto,desc_tipo_calzada,desc_tipo_banquina,desc_unidad_regional,desc_lugar_calzada,desc_zona,desc_prioridad,desc_estado_semaforo,desc_lugar_via,desc_estado_via,desc_estado_visibilidad,desc_luminosidad,desc_estado_clima,desc_tipo_colision,desc_tipo_atropello,desc_tipo_hecho,desc_pres_calzada,desc_senializacion,desc_separacion_via,desc_restriccion,forma_geocod,calle_lista,numero_calles,calles_osm,lat,lon,index_right,gid,fna,gna,nam,in1,fdc,sag
2019,3523,2019-05-03,Viernes,,04:00:00,,0.0,1,Automóvil,San Lorenzo Y Pje. J.Kay,1,1,0,0,0,0,0,"-32.935011963205,-60.7307293461",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,"Nocturna,Con luz artificial",S/D,Contra objeto fijo,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.935011963205,-60.7307293461","['San Lorenzo', 'Kay']",2,,-32.935011963205,-60.7307293461,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3524,2019-05-06,Lunes,,08:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",BV WILDE  Y COLECTORA CHE GUEVARA,2,1,0,0,1,0,0,"-32.94783, -60.73825",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,S/D,Recta,Bueno,S/D,"Diurna,Con luz artificial",S/D,Lateral,S/D,Colisión,S/D,S/D,Ninguna,S/D,"-32.94783, -60.73825","['Bulevar Wilde', 'Colectora Ernesto Guevara (Sur)']",2,,-32.94783,-60.73825,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3525,2019-05-09,Jueves,,09:25:00,,0.0,1,Moto/Ciclomotor,Mendoza Y Brasil,1,1,0,0,0,0,0,"-32.940354706822,-60.719561462437",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,"Diurna,Con luz artificial",S/D,Contra objeto fijo,S/D,"Caída ocupante,Colisión",Ninguna,"Horizontal,Vertical",Cordón divisorio,Sin restricción,"-32.940354706822,-60.719561462437","['Mendoza', 'Brasil']",2,,-32.940354706822,-60.719561462437,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3526,2019-05-12,Domingo,,21:50:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Mendoza Y Donado,2,1,0,0,1,0,0,"-32.94057916408,-60.726985632092",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Otro,S/D,Colisión,S/D,Vertical,Ninguna,S/D,"-32.94057916408,-60.726985632092","['Mendoza', 'Donado']",2,,-32.94057916408,-60.726985632092,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3527,2019-05-16,Jueves,,11:50:00,,0.0,2,"Pickup/Utilitario,Moto/Ciclomotor",MENDOZA Y JUAN PABLO II,3,1,0,0,2,0,0,"-32.94038861989975,-60.721773505210",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,"Diurna,Con luz artificial",Buen Tiempo,Otro,S/D,Colisión,S/D,Vertical,Cordón divisorio,Sin restricción,"-32.94038861989975,-60.721773505210","['Mendoza', 'Juan Pablo II']",2,,-32.94038861989975,-60.72177350521,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3528,2019-03-20,Miercoles,,15:45:00,,0.0,2,"Automóvil,Taxi/Remis",Av. Uriburu 520,2,1,0,0,1,0,0,"-32.99041, -60.64079",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,S/D,Recta,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,Ninguna,S/D,Cordón divisorio,S/D,"-32.99041, -60.64079",['Uriburu 520'],1,,-32.99041,-60.64079,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3529,2019-03-20,Miercoles,,08:00:00,,0.0,2,"Bicicleta,Automóvil",Alsina Y Urquiza,2,1,0,0,1,0,0,"-32.93609, -60.67553",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,S/D,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,S/D,S/D,S/D,"-32.93609, -60.67553","['Alsina', 'Urquiza']",2,,-32.93609,-60.67553,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3530,2019-03-20,Miercoles,,18:15:00,,0.0,2,"Automóvil,Automóvil",Bv. Oroño Y Dean Funes,3,2,0,0,1,0,0,"-32.97294, -60.66053",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,S/D,S/D,Cordón divisorio,S/D,"-32.97294, -60.66053","['Bulevar Nicasio Oroño', 'Deán Gregorio Funes']",2,,-32.97294,-60.66053,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3532,2019-06-26,Miercoles,,16:30:00,,0.0,2,"Bicicleta,Automóvil",Gaboto Y Buenos Aires,3,1,0,0,2,0,0,"    -32.97431, -60.63951",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Vertical,Ninguna,Sin restricción,"    -32.97431, -60.63951","['Gaboto', 'Buenos Aires']",2,,-32.97431,-60.63951,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3533,2019-06-26,Miercoles,,,,0.0,2,"Bicicleta,Automóvil",Rueda Y J.M.de Rosas,2,1,0,0,1,0,0,"-32.97236, -60.6376",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Faltante,Ninguna,Sin restricción,"-32.97236, -60.6376","['Rueda', 'De Rosas']",2,,-32.97236,-60.6376,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3537,2019-06-24,Lunes,,19:00:00,,0.0,1,Moto/Ciclomotor,Necochea Y Garay,2,1,0,0,1,0,0,"    -32.977, -60.6312",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Atardecer,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"    -32.977, -60.6312","['Necochea', 'Garay']",2,,-32.977,-60.6312,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3539,2019-06-26,Miercoles,,17:40:00,,0.0,2,"Automóvil,Automóvil",Bv. Segui Y Mitre,2,1,0,0,1,0,0,"    -32.97874, -60.64776",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,S/D,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,S/D,"    -32.97874, -60.64776","['Bulevar Juan Francisco Seguí', 'Mitre']",2,,-32.97874,-60.64776,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3542,2019-06-26,Miercoles,,17:30:00,,0.0,3,"Automóvil,Automóvil,Automóvil",3 De Febrero Y España,6,2,0,0,4,0,0,"    -32.95128, -60.64811",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción,"    -32.95128, -60.64811","['3 de Febrero', 'España']",2,,-32.95128,-60.64811,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3548,2019-06-16,Domingo,,,,0.0,1,Moto/Ciclomotor,Bv. Wilde Y Av. Eva Peron,2,2,0,0,0,0,0,"-32.92846, -60.73891",Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,S/D,Curva,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Vuelco,S/D,S/D,Ninguna,Sin restricción,"-32.92846, -60.73891","['Bulevar Wilde', 'Avenida Eva Perón']",2,,-32.92846,-60.73891,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3549,2019-06-26,Miercoles,,11:30:00,,0.0,2,"Peatón,Automóvil",Mariano Moreno Y Catamarca,2,1,0,0,1,0,0,"    -32.93838, -60.64909",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Peatón,Atropello,Ninguna,Vertical,Ninguna,Sin restricción,"    -32.93838, -60.64909","['Mariano Moreno', 'Catamarca']",2,,-32.93838,-60.64909,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3550,2019-06-16,Domingo,,11:15:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Ottone Bis Y Jose Ingenieros,3,0,1,0,2,0,0,"-32.91672, -60.70098",Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,S/D,S/D,S/D,Intersección,S/D,S/D,Diurna,S/D,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,"-32.91672, -60.70098","['Ottone', 'José Ingenieros']",2,,-32.91672,-60.70098,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3553,2019-06-16,Domingo,,,,0.0,2,"Moto/Ciclomotor,Automóvil",Pte.Roca Y Rueda,2,1,0,0,1,0,0,"-32.96979, -60.65131",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Atardecer,Buen Tiempo,S/D,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción,"-32.96979, -60.65131","['Roca', 'Rueda']",2,,-32.96979,-60.65131,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3554,2019-06-16,Domingo,,03:10:00,,0.0,2,"Automóvil,Automóvil",9 De Julio Y Balcarce,2,1,0,0,1,0,0,"-32.95139, -60.65379",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción,"-32.95139, -60.65379","['9 de Julio', 'Balcarce']",2,,-32.95139,-60.65379,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3555,2019-05-04,Sabado,,09:45:00,,0.0,2,"Pickup/Utilitario,Pickup/Utilitario",Velez Sarsfield Y Formosa Bis,2,1,0,0,1,0,0,"-32.925280476843,-60.691327432168",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Otra Señal,No existe,Intersección,S/D,Buena,Diurna,S/D,Lateral,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción,"-32.925280476843,-60.691327432168","['Vélez Sarsfield', 'Formosa']",2,,-32.925280476843,-60.691327432168,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3556,2019-05-09,Jueves,,11:45:00,,0.0,2,"Automóvil,Vehículo Oficial",Peru Y F.M.Esquiu,3,1,0,0,2,0,0,"-32.923097155324,-60.712115995656",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,S/D,Lateral,S/D,"Colisión,Vuelco",S/D,Faltante,Ninguna,Sin restricción,"-32.923097155324,-60.712115995656","['Peru', 'Esquiú']",2,,-32.923097155324,-60.712115995656,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3557,2019-05-02,Jueves,,11:40:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Pte.Roca Y Rueda,4,3,0,0,1,0,0,"-32.969793882732,-60.651316586433",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.969793882732,-60.651316586433","['Roca', 'Rueda']",2,,-32.969793882732,-60.651316586433,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3558,2019-05-21,Martes,,13:10:00,,0.0,2,"Automóvil,Taxi/Remis",Iturraspe Y Laprida,2,1,0,0,1,0,0,"-32.961418577035,-60.637841659184",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.961418577035,-60.637841659184","['Iturraspe', 'Laprida']",2,,-32.961418577035,-60.637841659184,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3559,2019-05-18,Sabado,,12:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Junin Y Campbell,3,1,0,0,2,0,0,"-32.92744728865,-60.708389481351",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,S/D,Buena,Diurna,S/D,Lateral,S/D,Colisión,S/D,Faltante,Cordón divisorio,Sin restricción,"-32.92744728865,-60.708389481351","['Junín', 'Campbell']",2,,-32.92744728865,-60.708389481351,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3560,2019-05-21,Martes,,13:10:00,,0.0,2,"Automóvil,Peatón",Italia Y Salta,4,1,0,0,3,0,0,"-32.937700559532,-60.646124930545",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Señal Ceda el Paso,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Peatón,Atropello,Ninguna,"Horizontal,Vertical",Línea divisoria pintada,Sin restricción,"-32.937700559532,-60.646124930545","['Italia', 'Salta']",2,,-32.937700559532,-60.646124930545,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3561,2019-05-26,Domingo,,02:45:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Tucuman Y Solis,2,2,0,0,0,0,0,"-32.932293984949,-60.703743711497",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,S/D,Reducida,Nocturna,S/D,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción,"-32.932293984949,-60.703743711497","['Tucumán', 'Solis']",2,,-32.932293984949,-60.703743711497,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3562,2019-05-27,Lunes,,07:50:00,,0.0,2,"Moto/Ciclomotor,Bicicleta",Solis Y Casilda,4,3,0,0,1,0,0,"-32.928871395253,-60.703868646659",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Señal Pare,No existe,Intersección,S/D,S/D,Diurna,Otro,S/D,Ciclista,Atropello,S/D,Vertical,Ninguna,Sin restricción,"-32.928871395253,-60.703868646659","['Solis', 'Casilda']",2,,-32.928871395253,-60.703868646659,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3563,2019-05-11,Sabado,,10:20:00,,0.0,2,"Bicicleta,Automóvil",9 De Julio Y Pte.Roca,2,1,0,0,1,0,0,"-32.952576868951,-60.646982620834",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Paso Peatonal,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,Ciclista,Atropello,Ninguna,Horizontal,Ninguna,Sin restricción,"-32.952576868951,-60.646982620834","['9 de Julio', 'Roca']",2,,-32.952576868951,-60.646982620834,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3564,2019-05-07,Martes,,01:40:00,,0.0,2,"Taxi/Remis,Automóvil",Av. Pellegrini Y Cafferata,5,2,0,0,3,0,0,"-32.951485546471,-60.673704787978",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,Funciona,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Colisión,Ninguna,"Horizontal,Vertical","Cordón divisorio,Vegetación,Línea divisoria pintada",Sin restricción,"-32.951485546471,-60.673704787978","['Pellegrini', 'Cafferata']",2,,-32.951485546471,-60.673704787978,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3565,2019-05-08,Miercoles,,22:30:00,,0.0,2,"Automóvil,Vehículo Oficial",La Republica Y Barra,3,1,0,0,2,0,0,"-32.918423262587,-60.70799783191",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Con baches,Reducida,Diurna,Lluvia,Otro,S/D,Colisión,Agua,Faltante,Ninguna,Sin restricción,"-32.918423262587,-60.70799783191","['La República', 'Barra']",2,,-32.918423262587,-60.70799783191,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3566,2019-05-08,Miercoles,,17:30:00,,0.0,2,"Peatón,Moto/Ciclomotor",J.J.Paso Y Magallanes Bis,2,1,0,0,1,0,0,"-32.919978479981,-60.705360451851",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,Peatón,Atropello,Ninguna,Faltante,Ninguna,Sin restricción,"-32.919978479981,-60.705360451851","['Paso', 'Magallanes']",2,,-32.919978479981,-60.705360451851,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3567,2019-05-30,Jueves,,17:30:00,,0.0,2,"Taxi/Remis,Automóvil",San Lorenzo 3900,5,1,0,0,4,0,0,"-32.937291240187,-60.675813095936",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Paso Peatonal,No existe,Intersección,Resbaladiza,Buena,Diurna,Lluvia,Lateral,S/D,Colisión,Agua,Horizontal,Ninguna,Sin restricción,"-32.937291240187,-60.675813095936",['San Lorenzo 3900'],1,,-32.937291240187,-60.675813095936,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3568,2019-05-03,Viernes,,12:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Avellaneda Y French,2,1,0,0,1,0,0,"-32.920664158742,-60.674393007265",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,"Horizontal,Vertical",Cordón divisorio,Sin restricción,"-32.920664158742,-60.674393007265","['Avellaneda', 'French']",2,,-32.920664158742,-60.674393007265,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3569,2019-05-11,Sabado,,22:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",J.B.Justo Y Av. Provincias Unidas Bis,3,1,0,0,2,0,0,"-32.9149103164673,-60.7138878107071",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Señal Pare,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Otro,S/D,Colisión,Ninguna,Faltante,Cordón divisorio,Sin restricción,"-32.9149103164673,-60.7138878107071","['Justo', 'Avenida Provincias Unidas']",2,,-32.9149103164673,-60.7138878107071,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3571,2019-05-12,Domingo,,15:15:00,,0.0,2,"Automóvil,Automóvil",Av. Provincias Unidas Y Av. Genova,4,1,0,0,3,0,0,"-32.91599191725254,-60.713774487376",Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,Ninguna,Vertical,Cordón divisorio,Sin restricción,"-32.91599191725254,-60.713774487376","['Avenida Provincias Unidas', 'Genova']",2,,-32.91599191725254,-60.713774487376,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3572,2019-05-14,Martes,,12:50:00,,0.0,2,"Moto/Ciclomotor,Automóvil",J.J.Paso Y Campbell,2,1,0,0,1,0,0,"-32.920154028979,-60.70891528848",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.920154028979,-60.70891528848","['Paso', 'Campbell']",2,,-32.920154028979,-60.70891528848,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3574,2019-05-21,Martes,,20:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",J.J.Paso Y Mejico,4,1,1,0,2,0,0,"-32.920362256371,-60.719293891049",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Otro,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.920362256371,-60.719293891049","['Paso', 'Mejico']",2,,-32.920362256371,-60.719293891049,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3575,2019-05-24,Viernes,,21:00:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Jose Ingenieros Y Ottone Bis,2,1,0,0,1,0,0,"-32.9167503118515,-60.7009595632553",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Otro,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.9167503118515,-60.7009595632553","['José Ingenieros', 'Ottone']",2,,-32.9167503118515,-60.7009595632553,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3576,2019-05-24,Viernes,,13:20:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Dean Funes Y J.M.de Rosas,2,1,0,0,1,0,0,"-32.976858698838,-60.638629469062",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.976858698838,-60.638629469062","['Deán Gregorio Funes', 'De Rosas']",2,,-32.976858698838,-60.638629469062,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3577,2019-05-26,Domingo,,18:00:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",J.J.Paso Y Pje. Cafayate Bis,2,1,0,0,1,0,0,"-32.92016, -60.71056",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Cordón divisorio,Sin restricción,"-32.92016, -60.71056","['Paso', 'Cafayate']",2,,-32.92016,-60.71056,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3578,2019-05-27,Lunes,,07:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",J.B.Justo Y Cullen,3,2,0,0,1,0,0,"-32.914811727885,-60.709925551704",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.914811727885,-60.709925551704","['Justo', 'Cullen']",2,,-32.914811727885,-60.709925551704,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3579,2019-06-25,Martes,,02:40:00,,0.0,2,"Automóvil,Automóvil",Av. Ovidio Lagos Y Bv. 27 De Febrero,4,3,0,0,1,0,0,"    -32.96356, -60.66669",Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,Funciona,Recta,Bueno,S/D,Nocturna,S/D,S/D,S/D,Colisión,S/D,S/D,S/D,Sin restricción,"    -32.96356, -60.66669","['Avenida Ovidio Lagos', '27 de Febrero']",2,,-32.96356,-60.66669,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3581,2019-06-24,Lunes,,,,0.0,2,"Automóvil,Automóvil",Santa Fe Y Larrea,5,3,0,0,2,0,0,"    -32.9353, -60.69745",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Colisión,S/D,S/D,Ninguna,Sin restricción,"    -32.9353, -60.69745","['Santa Fe', 'Larrea']",2,,-32.9353,-60.69745,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2019,3588,2019-06-16,Domingo,,01:25:00,,0.0,2,"Peatón,Automóvil",Bv. Oroño Y Brown,3,1,0,0,2,0,0,"-32.93438, -60.65102",Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Intersección,S/D,Buena,Nocturna,Buen Tiempo,S/D,Peatón,Atropello,S/D,S/D,Ninguna,Sin restricción,"-32.93438, -60.65102","['Bulevar Nicasio Oroño', 'Brown']",2,,-32.93438,-60.65102,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
